"","species","citation","entry","lon","lat","comments","year","accepted_name"
"278","Berberis vulgaris","@schalowErgebnisseDurchforschungSchlesischen1935","Berberis vulgaris [...] Raudten: Töschwitz!; [...]",16.30228,51.46192,"Toszowice, gm. Rudna","1935","Berberis vulgaris L."
"279","Berberis vulgaris","@schalowErgebnisseDurchforschungSchlesischen1935","Berberis vulgaris Guhrau: Nieder-Tschirnau (Weidlich)!;",16.60392,51.72441,"Czernina Dolna","1935","Berberis vulgaris L."
"280","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1934","Berteroa incana [...] Landeshut: Berthelsdorf (Strauch)!",16.04287,50.63087,"Uniemyśl, gm. Lubawka, pow. kamiennogórski","1934","Berteroa incana (L.) DC."
"281","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1934","Berteroa incana [...] Lauban: Güterbahnhof (Buchs)!; [...]",15.29498,51.10889,"Lubań, dworzec towarowy","1934","Berteroa incana (L.) DC."
"282","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1934","Berteroa incana [...] Niesky: Neuhammer (Militzer); [...]",14.80364,51.39762,"","1934","Berteroa incana (L.) DC."
"283","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1934","Berteroa incana Ruhland: Bahndamm bei Hohenbocka (Militzer)!; [...] ",14.02274,51.43335,"przy nasypie kolejowym","1934","Berteroa incana (L.) DC."
"284","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1935","Berteroa incana [...] Glatz: Schäferberg (Niering)",16.66321,50.44415,"Kłodzko, Owcza Góra","1935","Berteroa incana (L.) DC."
"285","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1935","Berteroa incana Jauer: mehrfach (Strauch);",16.18655,51.05176,"Jawor","1935","Berteroa incana (L.) DC."
"286","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1936","Berteroa incana mit deutlich verändertem Stengel Breslau: Güterbahnhof Schmiedefeld (Dr. K. Meyer)!",16.9504,51.13038,"Wrocław, Kuźniki, teren dworca","1936","Berteroa incana (L.) DC."
"287","Berteroa incana","@schalowErgebnisseDurchforschungSchlesischen1936","Im Hirschberger Kessel breiten sich nach den Angaben von Schütz Berteroa incana (Frauenteich bei Warmbrunn),",15.6717,50.8697,"Cieplice-Zdrój, nieistniejący staw (http://maps.mapywig.org/m/City_plans/Central_Europe/PLAN_von_Warmbrunn_in_Schlesien_ca_1879_nnl9Xnt_BN_Sygn.ZZK_8_591.jpg)","1936","Berteroa incana (L.) DC."
"288","Berula","@mildeUeberVarietatenUnd1850","An der Sellerie findet man Cyperus flavescens, Thysselinum, Trifolium ochroleucum,Calla paustris. Stratiotes und Sium latifolium fehlen ganz; dagegen findet man ueberall Berula und Cicuta. Cardus crispus ist sehr gemain, waehrend Carduus nutans nur selten sich findet.",17.29674,50.47796,"obecnie teren miejscowości Skorochów, gm. Nysa","1850","Berula erecta (Huds.)"
"289","Berula","@mildeUeberVarietatenUnd1850","Seit zwei Jahren hatte ich Gelegenheit, E. Telmateia Ehrh. in Neisse an seinen natürlichen Standorten sehr oft zu beobachten. Es erscheint diese Pflanze an zwei stellen daselbst: in der nahen Besitzung Wangenfield [...] Mit E. Telmateia erscheint bei Wangenfield Symphytum tuberosum, Heleocharis ovata, Epipactis palustris, Leersia oryzoides, Riccia fluitans, Cirsium rivulare, Cicuta, Berula, und im trocknen Bette der Neisse daselbst Epilobium Dodonaei in Menge, zuweilen auch Mimulus guttatus; an Grabenrander Blasia pusilla mit Fossombronia und beiden Anthoceros und den gemeineren Riccia-Arten.",17.39939,50.48496,"Nie znalazłem Wagenfield na mapach. Jedynym źródłem może być wpis w  https://wiki.genealogy.net/Gro%C3%9F_Neundorf: 'Die Erbscholtisei (54 ha) war im Besitz der Familie Kinne, ein Bauergut (74 ha) seit 1650 im Besitz der Familie Beier, außerdem gab es im Ort mehrere große Bauernhöfe. Auf der Adalberthöhe, auf dem Ziegelberg östlich von Maria Hilf gelegen, hatte der Neisser Redakteur und Verleger Moritz Wangenfield um 1831 ein Gasthaus mit Sommerwohnungen und einen parkartigen Garten mit vielen seltenen Bäumen und Sträuchern angelegt. Aus finanziellen Gründen wurde die Anlage 1866 vom späteren Besitzer aufgegeben und abgetragen.' Można przypuszczać, że Wagenfield położone było na terenach wsi Złotogłowice (Groß Neundorf); natomiast z listy gatunków można przypuszczać, że teren był podmokły/położony nad rzeką. Złotogłowice, gm. Nysa","1850","Berula erecta (Huds.)"
"290","Beta maritima L.","@schalowErgebnisseDurchforschungSchlesischen1935","Beta maritima L. Breslau: [...], Großmarkthalle, ebenfalls als Südfruchtbegleiter! (Dr. K- Meyer)!",17.00588,51.10488,"Wrocław, Tęczowa, dawne hale targowe; http://maps.mapywig.org/m/City_plans/Central_Europe/PLAN_DER_HAUPTSTADT_BRESLAU_Sonderplan_der_Innenstadt_5K_1934.jpg","1935","Beta maritima L."
"291","Beta maritima L.","@schalowErgebnisseDurchforschungSchlesischen1935","Beta maritima L. Breslau: Güterbahnhof West [...]",17.01173,51.11007,"Wrocław, między ul. Braniborska a Robotnicza","1935","Beta maritima L."
"292","Stachys grandiflora","@schalowErgebnisseDurchforschungSchlesischen1934","Stachys grandiflora Guhrau: Klein-Saul (Weidlich)!",16.70048,51.65293,"Sułów Mały, gm. Bojanowo, pow. rawicki","1934","Betonica macrantha K.Koch"
"293","Betula pubescens x verrucosa","@schalowErgebnisseDurchforschungSchlesischen1935","Betula pubescens X verrucosa Strehlen: Louisdorf!",17.21246,50.73748,"Łojowice, gm. Wiązów, pow. strzeliński","1935","Betula pubescens x verrucosa"
"294","Bidens connatus","@schalowErgebnisseDurchforschungSchlesischen1935","B. connatus Brieg: Oderufer bei Koppen!",17.61726,50.82243,"Odra, brzeg rzeki przy miejscowości Kopanie, gm. Skarbimierz","1935","Bidens connata Muhl. ex Willd."
"295","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1932","Bidens melanocarpus [...] Cosel: Fischerei (Schubert)!",18.13941,50.35692,"Rybarze, Koźle, pow. kędzierzyńsko-kozielski","1932","Bidens frondosa L."
"296","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1932","Bidens melanocarpus [...] Grottkau: Neißeufer bei Winzenberg!; [...]",17.46947,50.61915,"Więcmierzyce, gm. Grodków, pow. brzeski; brzek rzeki Nysa Kłodzka","1932","Bidens frondosa L."
"297","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1932","Bidens melanocarpus [...] Brieg: mehrfach im Süden der Stadt!; [...]",17.46234,50.84973,"Brzeg, pow. brzeski; częsty w południowej części miasta","1932","Bidens frondosa L."
"298","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1932","Bidens melanocarpus Breslau: mehrfach auf den Schuttplätzen!; [...]",17.02072,51.06883,"Wrocław; częsty na wysypiskach śmieci, wu współrzędne na polana Kornera, Wrocław;","1932","Bidens frondosa L."
"299","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1934","Bidens melanocarpus Neiße: Neißeufer bei Mannsdorf!",17.45597,50.5015,"brzeg rzeki Nysa Kłodzka, Mańkowice, gm. Łambinowice, pow. nyski","1934","Bidens frondosa L."
"300","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Oppeln: Oderufer bei Zelasno!",17.85991,50.7303,"Żelazna, brzeg rz. Odra","1935","Bidens frondosa L."
"301","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Ziegenhals: Langendorf, Fabrik Methner (Franke)!;",17.38202,50.33451,"Bodzanów, gm. Głuchołazy","1935","Bidens frondosa L."
"302","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Neiße: [...] Bielearm östlich der Stadt!;",17.34707,50.47394,"Białka, na wschód od miasta Nysa","1935","Bidens frondosa L."
"303","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Neiße: Neißeufer bei [...] Kaundorf",17.42754,50.48243,"Nysa Kłodzka, brzeg rzeki, Kubice k. Nysy","1935","Bidens frondosa L."
"304","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Neiße: Neißeufer bei Konradsdorf [...]",17.36751,50.48639,"Nysa Kłodzka, brzeg rzeki, Konradowa k. Nysy","1935","Bidens frondosa L."
"305","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Brieg: [...] Oderufer bei Koppen!;",17.61726,50.82243,"Odra, brzeg rzeki przy miejscowości Kopanie, gm. Skarbimierz","1935","Bidens frondosa L."
"306","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Brieg: Koppen-Schönauer Kanal, [...]",17.56303,50.83608,"Kanał Odry, pow. Brzeg","1935","Bidens frondosa L."
"307","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus [...] Guhrau: an der Bartsch zwischen Rützen und Klein-Wiersewitz (Weidlich)!;",16.55325,51.61191,"Barycz, między miejscowościami Ryczeń a Wierzowice Małe, pow. Góra","1935","Bidens frondosa L."
"308","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1935","Bidens melanocarpus Weißwasser O.-L: an einem abgebauten Braunkohlenflöz (Militzer)!;",14.58916,51.49386,"na eksploatowanym pokładzie węgla brunatnego","1935","Bidens frondosa L."
"309","Bidens melanocarpus","@schalowErgebnisseDurchforschungSchlesischen1936","Bidens melanocarpus mit vergrünten Blüten Breslau: zwischen Tschime und Rattwitz!",17.25388,51.04097,"między miejscowościami Czernica i Ratowice, gm. Czernica","1936","Bidens frondosa L."
"310","Chenopodium foliosum","@schalowErgebnisseDurchforschungSchlesischen1932","Ch. foliosum Hultschin: „Landecke“ gegenüber der Mündung der Ostrawitza (Kotschy)!",18.28124,49.87067,"Czechy, na wprost ujścia rzeki Ostrovice","1932","Blitum virgatum subsp. virgatum"
"311","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1932","S. maritimus [...] Kätscher: Trojaufer (Keilholz)!",17.9946,50.08297,"Kietrz, gm. Kietrz, pow. głubczycki; brzek rzeki Troja","1932","Bolboschoenus maritimus (L.) Palla"
"312","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1932","S. maritimus Steinau a. d. O.: zwischen Lehsewitz und Culmikau (Pfeiffer)!; [...]",16.40297,51.44547,"pomiędzy miejscowościami Lasowice i Chełmek Wołowski, gm. Ścinawa, pow. lubiński","1932","Bolboschoenus maritimus (L.) Palla"
"313","Scirpus maritimus","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. maritimus Trachenberg: Jamnigteich!",17.01663,51.47081,"[staw] Jamnik, Osiek, gm. Żmigród","1933","Bolboschoenus maritimus (L.) Palla"
"314","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1934","S. maritimus Steinau a. d. O.: mehrfach (Pfeiffer)!",16.44085,51.41048,"Ścinawa, w wielu miejscach","1934","Bolboschoenus maritimus (L.) Palla"
"315","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1935","S. maritimus Oppeln: Zelasno!",17.85972,50.72966,"Żelazna","1935","Bolboschoenus maritimus (L.) Palla"
"316","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1936","[...] am Neidhartteich gegen Haynau auch Scirpus maritimus, S. Tabernaemontani und Salvinia natans [...]",16.00254,51.26793,"[staw] Zarośnik, Goliszów, gm. Chojnów","1936","Bolboschoenus maritimus (L.) Palla"
"317","Scirpus maritimus","@schalowErgebnisseDurchforschungSchlesischen1936","Sehr überrascht war ich übrigens, als ich an einem Feldgraben zwischen Kreika und Wilkowitz in  Gesellschaft von Ligustrum vulgare auch meine Rosa silesiaca antraf, deren geschlossenes Verbreitungsgebiet sich weiter südlich erstreckt. An diesem alten Feldgraben notierte ich noch: Lotus siliquosus, Salvia pratensis, Viola hirta, Inula salicina, Dipsacus silvester, Scirpus maritimus u. a.",17.08164,50.9586,"między wioskami Krajków a Wilkowice","1936","Bolboschoenus maritimus (L.) Palla"
"318","Borrago officinalis","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Borrago officinalis Breslau: auf Unland in Zimpel (Prof. Schube)!",17.10984,51.10647,"Wrocław, Sępolno; nieużytki","1933","Borago officinalis L."
"319","Borrago officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Borrago officinalis Lähn: [...] Siebeneichen (Kruber)",15.63939,51.07569,"Dębowy Gaj, gm. Lwówek Śląski","1935","Borago officinalis L."
"320","Borrago officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Borrago officinalis Lähn: Süßenbach, [...]",15.75101,51.044,"Bełczyna, gm. Wleń","1935","Borago officinalis L."
"321","Botrychium lunaria","@englerVerzeichnissImJahre1869","Botrychium Lunaria Sw. Wünschelburg: Zwischen dem Gasthaus zur Neuen Welt und den Rathener Bleichwiesen (M. Schulze).",16.42784,50.50181,"","1869","Botrychium lunaria (L.) Sw."
"322","Botrychium lunaria","@mildeUeberFloraGoerbersdorf1869","ebenso finden sich Lycopodium Selago, annotinum und clavatum nur zerstreut und sparsam; Botrychium Lunaria sparsam im Freuden­ grunde. Von Equiseten sind nicht selten: E. arvense, E. palustre, E. limosum, E. silvaticum und auf der Höhe zwischen Görbersdorf und Schmidtsdorf E. litorale Kühlwein.",16.23059,50.69743,"","1869","Botrychium lunaria (L.) Sw."
"323","Botrychium lunaria","@englerVerzeichnissImJahre1870","Botrychium Lunaria Sw. im grossen Hau bei Bolkenhayn (F. sen.!)",16.05075,50.89294,"","1870","Botrychium lunaria (L.) Sw."
"324","Botrychium lunaria","@englerVerzeichnissImJahre1870","Botrychium Lunaria Sw. Waldwiesen zwischen Petersgrund und Seitendorf, ",16.00788,50.9517,"","1870","Botrychium lunaria (L.) Sw."
"325","Botrychium lunaria","@mildeNeueStandorteSchlesischer1871","Botrychium Lunaria Sw. an vielen Orten um Bunzlau. (Limpr.)",15.54194,51.25514,"","1871","Botrychium lunaria (L.) Sw."
"326","Botrychium lunaria","@mildeNeueStandorteSchlesischer1871","Botrychium Lunaria Sw. Machen bei Sagan (Everken);",15.34237,51.5881,"","1871","Botrychium lunaria (L.) Sw."
"327","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1883","Botrychium Lunaria Gogolin: Wald gegen Dombrowka. (Schmidt.)",18.0739,50.49303,"","1883","Botrychium lunaria (L.) Sw."
"328","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1883","Botrychium Lunaria Lüben: Grasplätze an der Eisenbahn! (C. Scholz.)",16.1947,51.39935,"","1883","Botrychium lunaria (L.) Sw."
"329","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1883","Botrychium Lunaria Sm. Grünberg: Rand einer Haideschonung an der Berliner Chaussee, hier auch im Uebergange zu var. incisum Milde! (Hellwig.)",15.47319,51.94155,"","1883","Botrychium lunaria (L.) Sw."
"330","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1885","Botrychium lunaria Sw. Grünberg: und zwergig zwischen Droschkau und Dammerau! (Derselbe).",15.69916,51.92203,"","1885","Botrychium lunaria (L.) Sw."
"331","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1885","Botrychium lunaria Sw. Grünberg: Saaborer Gruft!",15.70919,51.94984,"","1885","Botrychium lunaria (L.) Sw."
"332","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1885","Botrychium lunaria Sw. Kontopp: und am nordwestlichen Ufer des Schlawa-Sees! (Hellwig);",15.95779,51.91897,"","1885","Botrychium lunaria (L.) Sw."
"333","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1885","Botrychium lunaria Sw. Kontopp: zwischen Josephshof und Schwenten!",15.94928,51.922,"","1885","Botrychium lunaria (L.) Sw."
"334","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1885","Botrychium lunaria Sw. Gleiwitz: Labander Wald! (Jungck);",18.63655,50.34904,"Łabędy, Gliwice; las na północny-wschód od miejscowści","1885","Botrychium lunaria (L.) Sw."
"335","Botrychium lunaria var. subincisum Rüp.","@vonuechtritzResultateDurchforschungSchlesischen1886","Botrychium Lunaria var. subincisum Rüp. Gesenke: Hockschar (Form.).",17.1033,50.18802,"","1886","Botrychium lunaria (L.) Sw."
"336","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1886","Botrychium Lunaria Sw. Lüben: Krummlinde (Gerli.);",16.19206,51.31672,"","1886","Botrychium lunaria (L.) Sw."
"337","Botrychium lunaria","@vonuechtritzResultateDurchforschungSchlesischen1886","Botrychium Lunaria Sw. Uber-Lausitz : zw. Ober-Reichenbach und Mengelsdorf (B.);",14.81099,51.15123,"","1886","Botrychium lunaria (L.) Sw."
"338","Botrychium lunaria","@fiekResultateDurchforschungSchlesischen1890","Botrychium matricariaefolium A. Br. auf einer kurzgrasigen Wiese in Euldörfel an der Hohen Eule zahlreich mit B. Lunaria (Schröder)!",16.47999,50.67279,"","1890","Botrychium lunaria (L.) Sw."
"339","Botrychium lunaria","@fiekResultateDurchforschungSchlesischen1890","Botrychium matricariaefolium A. Br. Trachenberg: sparsam unter B. Lunaria an einem Teiche bei Klein Bargen (Schwarz)!;",16.81501,51.47265,"Barkówko, Barkowo, gm. Żmigród, pow. trzebnicki","1890","Botrychium lunaria (L.) Sw."
"340","Botrychium lunaria","@fiekResultateDurchforschungSchlesischen1890","Botrychium Lunaria L. Breslau: zwischen Bahnhof und Schloss Sibyllenort (Hieronymus)",17.19211,51.18884,"Szczodre, gm. Długołęka, pow. wrocławski; między dworcem a pałacem","1890","Botrychium lunaria (L.) Sw."
"341","Botrychium lunaria","@fiekErgebnisseDurchforschungSchlesischen1892","Osmunda regalis L. var. interrupta M. Bunzlau: Greulicher Forst (Callier, S.).",15.73262,51.36961,"","1892","Botrychium lunaria (L.) Sw."
"342","Botrychium lunaria","@fiekErgebnisseDurchforschungSchlesischen1892","Osmunda regalis L. var. pumila Milde Kontopp: Wiesenrand an der Obra (Schröder u. Hellwig)!",15.91296,51.94549,"","1892","Botrychium lunaria (L.) Sw."
"343","Botrychium lunaria","@fiekErgebnisseDurchforschungSchlesischen1892","Botrychium matricariaefolium A. Br. Grünberg: mit B. Lunaria häufig um Droschkau bei Schädels Bache!",15.67447,51.93388,"","1892","Botrychium lunaria (L.) Sw."
"344","Botrychium lunaria","@fiekErgebnisseDurchforschungSchlesischen1893","Botrychium Lunaria (L.) Sw. Haynau: Reisicht, Dammhäuser (Alt, S.).",15.91645,51.33905,"","1893","Botrychium lunaria (L.) Sw."
"345","Botrychium lunaria","@schubeErgebnisseDurchforschungSchlesischen1897","Botrychium Lunaria (L.) Sw. Breslau: Ob.-Glauche (Schröder, S.).",17.1195,51.27039,"","1897","Botrychium lunaria (L.) Sw."
